Service PCN,NSN,COVID Critical Status,COVID Core Status,FSC,NIIN,Description,LoB,Sub-LoB,CITS Channel,Oracle Channel,NPA Code,NPA Name,CITS Customer,Oracle Customer,Contract Number,Prime/Non-Prime,Sales,Quantity,FY,Month,FYP,MONTHP,OP Description,OP Grouping,JS Grouping,Textile Grouping,Textile PGC,WI Category,WI Sub-Category,WI Point Size,WI Color,Marketing Main Category,Marketing Sub Category
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,-1687.77,-21.0,2023,Oct,2023,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOS,THE LIGHTHOUSE FOR THE BLIND,ESSENDANT (United Stationers),Essendant Co.,NON-Contract Data,Non-Prime,7233.3,90.0,2023,Oct,2023,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC","Caprice Electronics, Inc.","CAPRICE ELECTRONICS, INC.",NON-Contract Data,Non-Prime,50.58,2.0,2023,Oct,2023,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,"Front Porch Enterprises, Inc.","Front Porch Enterprises, Inc.",NON-Contract Data,Non-Prime,160.74,2.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOK,ALPHAPOINTE,ICMC (dba Postal Products Unlimited),INTERNATIONAL COMMERCE & MARKETING CORP. (DBA POSTAL PRODUCTS UNLIMITED),NON-Contract Data,Non-Prime,301.88,1.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6530-00-NIB-0221,COVID-19 Critical,Non COVID-19 Core,6530,00-NIB-0221,"Better Touch Cold Therapy Packs - 6"" x 8.75""",Commodity,C-Medical,Commercial Distributors,Commercial Distributors,NYU,Central Assoc. f/t Blind and Visually Impaired,MSC Industrial Supply Co.,MSC INDUSTRIAL SUPPLY CO.,NON-Contract Data,Non-Prime,67.65,3.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,"Front Porch Enterprises, Inc.","Front Porch Enterprises, Inc.",NON-Contract Data,Non-Prime,1757.12,136.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,MSC Industrial Supply Co.,MSC INDUSTRIAL SUPPLY CO.,NON-Contract Data,Non-Prime,460.84,4.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,TXS-San Antonio (BSC Operator),TXS,NON-Contract Data,Non-Prime,77.52,6.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,ALT-Talladega (BSC Operator),ALT,NON-Contract Data,Non-Prime,25.84,2.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6530-00-NIB-0219,COVID-19 Critical,Non COVID-19 Core,6530,00-NIB-0219,"Better Touch Cold Therapy Packs - 5"" x 7""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,NYU,Central Assoc. f/t Blind and Visually Impaired,NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,158.75,5.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,-2411.1,-30.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOS,THE LIGHTHOUSE FOR THE BLIND,LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,4822.2,60.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Noble Supply & Logistics,Noble Supply & Logistics,NON-Contract Data,Non-Prime,1059.6,24.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,MOK-Alphapointe Association f/t Blind,MOK,NON-Contract Data,Non-Prime,482.22,6.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,332.75,11.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6530-00-NIB-0217,COVID-19 Critical,Non COVID-19 Core,6530,00-NIB-0217,"Better Touch Cold Therapy Packs - 5"" x 6""",Commodity,C-Medical,E-Commerce,E-Commerce,NYU,Central Assoc. f/t Blind and Visually Impaired,"Department of Defense (DOD, JCS, Def Agencies)","Department of Defense (DOD, JCS, Def Agencies)",AO_OCC,E-Commerce,88.0,2.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,"JC Global Supply, LLC",JC GLOBAL SUPPLY,NON-Contract Data,Non-Prime,1843.36,16.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOK,ALPHAPOINTE,WIA-Associated Industries (BSC Operator),WIA,NON-Contract Data,Non-Prime,301.88,1.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,WIA-Associated Industries (BSC Operator),WIA,NON-Contract Data,Non-Prime,345.63,3.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,"JC Global Supply, LLC",JC GLOBAL SUPPLY,NON-Contract Data,Non-Prime,321.48,4.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,258.4,20.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,AZP-Phoenix (BSC Operator),AZP,NON-Contract Data,Non-Prime,230.42,2.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,BSC Stock,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",North Central Sight Services,PAT (WHSLE),NON-Contract Data,Non-Prime,370.8,24.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,AZP-Phoenix (BSC Operator),AZP,NON-Contract Data,Non-Prime,482.22,6.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",KSW-Wichita (BSC Operator),KSW,NON-Contract Data,Non-Prime,218.64,1.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,GRAINGER,NON-Contract Data,Non-Prime,8560.75,283.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC","JC Global Supply, LLC",JC GLOBAL SUPPLY,NON-Contract Data,Non-Prime,437.28,2.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",MDB-Baltimore (BSC Operator),MDB,NON-Contract Data,Non-Prime,437.28,2.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6530-00-NIB-0221,COVID-19 Critical,Non COVID-19 Core,6530,00-NIB-0221,"Better Touch Cold Therapy Packs - 6"" x 8.75""",Commodity,C-Medical,E-Commerce,E-Commerce,NYU,Central Assoc. f/t Blind and Visually Impaired,"Department of the Air Force (AFRES, ANG)","Department of the Air Force (AFRES, ANG)",AO_OCC,E-Commerce,22.55,1.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,BSC Stock,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",North Central Sight Services,PAT (WHSLE),NON-Contract Data,Non-Prime,3498.24,16.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOS,THE LIGHTHOUSE FOR THE BLIND,ESSENDANT (United Stationers),Essendant Co.,NON-Contract Data,Non-Prime,4018.5,50.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOK,ALPHAPOINTE,LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,6576.0,960.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,E-Commerce,E-Commerce,MOS,THE LIGHTHOUSE FOR THE BLIND,Government Office Technologies Inc.,Government Office Technologies Inc.,AO_OCC,E-Commerce,206.72,16.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,3539.25,117.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",LAS-Shreveport (BSC Operator),LAS,NON-Contract Data,Non-Prime,1059.6,24.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",AZP-Phoenix (BSC Operator),AZP,NON-Contract Data,Non-Prime,529.8,12.0,2024,Mar,2024,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,732.1,10.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,GRAINGER,NON-Contract Data,Non-Prime,1311.84,6.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,MSC INDUSTRIAL SUPPLY CO.,NON-Contract Data,Non-Prime,1059.6,24.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,2329.25,77.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,932.1,10.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOK,ALPHAPOINTE,ICMC (dba Postal Products Unlimited),INTERNATIONAL COMMERCE & MARKETING CORP. (DBA POSTAL PRODUCTS UNLIMITED),NON-Contract Data,Non-Prime,370.58,1.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOK,ALPHAPOINTE,LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,16676.1,45.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,3002.2,68.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,"Front Porch Enterprises, Inc.","Front Porch Enterprises, Inc.",NON-Contract Data,Non-Prime,400.52,31.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOS,THE LIGHTHOUSE FOR THE BLIND,LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,230.42,2.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Mono Machines LLC,SUPPLY CHIMP (formerly Mono Machines),NON-Contract Data,Non-Prime,437.28,2.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOK,ALPHAPOINTE,LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,2466.0,360.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,Grainger,GRAINGER,NON-Contract Data,Non-Prime,732.1,10.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,180.88,14.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,GRAINGER,NON-Contract Data,Non-Prime,2423.46,26.0,2024,Jul,2024,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
